subject,Activity,Acceleration x (m/s^2)_mean,Acceleration x (m/s^2)_std,Acceleration x (m/s^2)_min,Acceleration x (m/s^2)_max,Acceleration y (m/s^2)_mean,Acceleration y (m/s^2)_std,Acceleration y (m/s^2)_min,Acceleration y (m/s^2)_max,Acceleration z (m/s^2)_mean,Acceleration z (m/s^2)_std,Acceleration z (m/s^2)_min,Acceleration z (m/s^2)_max,Gyroscope x (rad/s)_mean,Gyroscope x (rad/s)_std,Gyroscope x (rad/s)_min,Gyroscope x (rad/s)_max,Gyroscope y (rad/s)_mean,Gyroscope y (rad/s)_std,Gyroscope y (rad/s)_min,Gyroscope y (rad/s)_max,Gyroscope z (rad/s)_mean,Gyroscope z (rad/s)_std,Gyroscope z (rad/s)_min,Gyroscope z (rad/s)_max,Linear Acceleration x (m/s^2)_mean,Linear Acceleration x (m/s^2)_std,Linear Acceleration x (m/s^2)_min,Linear Acceleration x (m/s^2)_max,Linear Acceleration y (m/s^2)_mean,Linear Acceleration y (m/s^2)_std,Linear Acceleration y (m/s^2)_min,Linear Acceleration y (m/s^2)_max,Linear Acceleration z (m/s^2)_mean,Linear Acceleration z (m/s^2)_std,Linear Acceleration z (m/s^2)_min,Linear Acceleration z (m/s^2)_max
2,walking,7.671714235285857,3.969749702178979,-7.704888821,15.65264893,-4.335593681882369,3.2025890629306146,-10.78146076,8.809176445,2.0692731444414827,2.3489609403578675,-2.513062,13.13061428,-0.0375924292610914,0.9927431444692237,-3.909995794,5.206709862,-0.08597641615369515,1.2307195503308603,-4.818657875,2.887712717,-0.008921794617695208,1.3773007082456408,-3.732997417,4.00987196,0.32773387130857257,2.8561753949001276,-5.930735588,9.126662254,-1.01403571615331,2.3793982946474115,-7.776538372,4.590943813,1.3751036618298114,1.672689878066889,-2.963768005,5.741303444
2,walking,7.726304165040105,3.3041506459523933,-5.113461971,13.51466274,-5.852773689659868,2.673790778140254,-11.01177025,4.338187218,1.3702150659479018,2.5907505003651106,-3.276970625,13.5595274,0.007870035832644643,0.748028359916715,-2.829222441,1.942856908,-0.015896922216259938,1.3618684292236871,-3.822183847,3.642436743,0.04286972827531529,1.7570838776757058,-3.071430445,4.411210537,0.8116082696994567,2.9825320924041216,-5.039873123,9.393836975,-1.7378098592290887,2.926203594077597,-8.95664978,3.909537554,1.352974772689336,1.7188781313384907,-4.431525707,5.676819324
2,walking,7.905025430151255,3.7309402932669697,-5.909673691,17.55733681,-3.354750870907313,2.913331768259011,-12.83569908,4.915455818,3.2233102475195095,2.396868804784571,-1.889133453,11.3760767,-0.12555225465763076,1.047434719125285,-2.863736153,3.364034891,-0.15820333760496066,1.259954973948019,-4.883103848,4.396091938,-0.024680022636556574,1.5739479031439956,-5.073082924,4.856684208,0.777453889538371,2.940319684125459,-5.619704723,10.24739265,0.13824685323456307,2.3432686605402755,-6.068681717,7.520844936,0.5563696573456605,1.5149017103642402,-6.555759907,5.053102016
2,walking,7.506058029190788,3.4547353834153482,-5.916851997,14.70987701,-5.377957352580218,3.0684128911300053,-12.27278709,7.136593342,2.6000523241216746,2.3938653787227206,-2.406581402,18.45404625,-0.19629714914309376,1.0362994569677746,-5.507561207,4.700913429,0.02340298592567759,1.3467426509326461,-5.439449787,3.925114632,-0.008610841410898554,1.6225493116923353,-3.713907957,3.995669603,0.031095186616170317,2.8054388689193446,-5.503494263,7.550567627,-2.584403086308574,3.1611672802482955,-11.20337296,4.538094044,1.735332678076949,1.9629489212385218,-4.483852386,8.3548069
2,walking,-8.038594775894506,2.1432131010291924,-17.36650848,1.438684583,-5.521681053633371,3.443453576756504,-17.39522171,6.809374809,-0.01925044383388286,2.665309744656743,-9.405587196,12.17049408,-0.16358501329333056,1.2100689233009105,-4.148386002,4.366159439,-0.1793821205256083,1.4100459146855864,-6.522513866,5.735566616,-0.01215626126107068,1.411813509033111,-4.115246296,3.822336674,-0.7063972926084646,2.6869675624953167,-8.600751877,7.100476265,-0.8484575768368853,2.948094018772319,-9.698664665,5.514086723,-0.5712284195410184,2.096771438307022,-6.698792458,6.39458704
2,walkingwith,-0.5613750370151057,1.6025482218821991,-5.604588985,3.683750391,4.359107350462025,1.3857968842110393,0.0,7.921439171,8.649079152899544,2.3754356356564688,0.0,16.1389904,-0.033895099874654465,0.2921684033071267,-1.052062631,0.7910705209,0.024549234771807475,0.5046892915860935,-1.539533138,1.844507575,0.008788468114265594,0.6733065045367843,-1.57145083,1.563814998,0.5160499374114752,1.0302289929553767,-2.420933962,3.575997114,-0.7115536750791854,1.3167928929938417,-3.327302933,2.394289017,0.3893690968349882,2.293648689939977,-4.115983486,7.174487114
2,walkingwith,0.24402325184648,1.4324471510774643,-3.572484255,3.99601388,2.9043385362249015,1.342306198147802,-1.167099237,6.208776474,9.275593447465955,2.2841362029726637,4.195216179,16.31127357,0.00490823696511379,0.43752196408370736,-1.015563488,1.585195303,0.11562217146178161,0.5128939992441666,-1.254259109,1.694387436,0.3860719757895703,0.9747518233326949,-1.475697756,2.468964577,-0.36636635566857423,1.0636363618038729,-3.707252026,2.44585681,-0.31798096032817896,1.2921099395653188,-2.972067356,2.638840199,0.09230499852032915,2.1687286156595853,-5.030704021,6.607773781
2,walkingwith,-0.2877156485181984,1.640688120284954,-5.331208706,3.273381472,3.623203315962508,1.3507120178939862,0.1830509305,7.984251022,9.010712906030568,2.9764396710339414,3.075375319,17.34676743,-0.013980310776545315,0.36590946153026555,-1.573283434,1.10673511,-0.02405844381939919,0.5016764762112634,-1.527010441,1.525635958,-0.06756848328952683,0.818448450443962,-2.770273924,1.618487477,0.6161301176938018,0.9968794247400554,-2.67415309,2.801116705,-1.3234592133534153,1.4417250234935566,-4.768065929,3.988853693,0.6409440509234722,2.8881215158813283,-5.232663155,8.245663643
2,walkingwith,0.1348927374565256,1.6963358970962843,-4.02652216,4.502095699,3.518346771746186,1.4313090770458758,-1.094118118,6.888338089,9.036286275327251,3.132096881482856,3.143570662,18.68076706,-0.02833912846049087,0.472115959207115,-1.551597714,1.433547974,0.0025472509905696133,0.5663377418686107,-1.867720485,1.741576791,-0.04888531783608021,0.8806071758338693,-1.883602977,2.079690695,-6.725510023166115e-06,1.2205574467824685,-3.133845806,3.419274807,-0.6863822485582276,1.4750484126845318,-3.811130285,2.490391731,0.22505705641540386,2.9809097150959767,-5.207602024,9.300033569
2,walkingwith,-0.6089247991685749,1.563243994654113,-5.565107346,3.204587698,3.3692489618767887,1.5742094056545053,-1.005583763,7.200601578,9.050619997221887,3.2650258933412086,3.393022537,18.38106537,-0.021253387726897773,0.43634436092526685,-1.214247346,1.209055066,0.020409955686127315,0.5026080108117289,-1.716989517,2.109928608,0.03576584793146633,0.7943733160263556,-1.412320495,1.906663179,0.7397063354039063,1.0103942598831395,-2.28669548,3.07394743,-0.7947716905534424,1.6505535914464147,-4.940312862,2.694664955,0.37228856851275716,3.1202916139228463,-4.820990086,8.813838005
2,walkingwith,-0.3521218343411869,2.088363795414816,-6.510272026,4.048655987,3.0052436117193766,1.5623421154759793,-0.4217349887,6.904489517,9.111834145460282,3.4514084287455056,2.78285265,17.8450737,-0.04226492342412455,0.4444741735405153,-1.318247199,1.453859329,0.05229837326514754,0.5790890367255462,-1.897500157,2.14902401,0.09141231680583858,1.042746077791436,-2.381916285,2.249205828,0.32084897740201335,1.267891005247692,-3.000492811,2.765861988,-1.112435884572156,1.5310936540026232,-4.437401772,1.944165707,0.3312818854447477,3.3350323366621044,-5.759575844,8.458078384
2,walkingwith,-0.8388914759692261,1.8920672014420223,-6.736992359,5.755336761,4.3030387128297,1.1319687218392946,-0.7429714203,7.137789726,8.637541465162517,2.331265021342917,4.324428558,20.16491508,-0.04978686016987253,0.48517993647206775,-2.055714369,1.426981211,0.03495637258934323,0.7188447217885195,-2.966208935,2.171931267,0.07072532991810697,0.8153322924991793,-2.114051819,1.941635132,-0.49637180048231955,1.405431881253811,-4.719172001,5.012620926,-0.2889901947403945,1.1057530101612925,-3.073822975,2.779043674,0.06405145548133459,2.208002145847361,-4.167933464,10.75844002
2,walkingwith,-0.28908797265636055,2.0302112230413223,-6.05264473,5.63090992,4.144906722225413,1.6848117237789662,-3.207578659,8.139784813,8.68383564299629,2.072253781150918,3.437887907,15.50249958,-0.026313700168866392,0.580087095507879,-2.350914955,1.958892107,0.022759455520879504,0.6288888687764554,-3.000264645,2.168724298,0.08174499709840624,1.0709405793988147,-3.071583271,3.314402103,-0.38035196605177757,1.3152729018148663,-4.167928219,3.41883564,-1.111198702183986,1.3104328857754977,-6.833730221,2.888054132,0.5642481985430297,1.8771074666341343,-4.116794109,6.834280014
2,walkingwith,-0.14639044318657082,1.9095803694387576,-5.693123341,5.067998409,2.724507810228486,1.3058507083296909,-0.9535398483,9.169894218,9.281562936732517,2.729735787321874,3.757329702,18.82254028,0.01416727187121388,0.6094800368817317,-1.447750688,2.185981274,0.14054222050099216,0.5721551333418512,-1.707673788,1.396438003,0.30793530251981144,1.224121535454192,-2.47858572,2.599842548,-0.10373411839549998,1.4197201244553967,-3.893500805,3.721975327,-0.6335316727214443,1.3108078612368312,-4.600755692,5.416915894,0.15952344884694206,2.569049629520569,-4.891764641,9.109160423
2,walkingwith,0.32112720565374253,1.6441395381794857,-5.134399414,4.955535889,3.6210486129757706,1.485584961846839,-0.2967100143,6.865606308,8.91972611175366,2.5832074128898808,2.903690338,17.68535233,-0.00785080341576457,0.42014353386703657,-1.453401089,1.160491228,-0.1537876956295221,0.6320395236930835,-1.861459136,2.500424147,-0.30907609086159166,0.9586940783921241,-2.31563735,2.397646189,0.018146062361617546,1.2744934039394795,-4.417251587,3.492994547,-0.3981678173522836,1.5648431273997094,-3.489364147,3.466714144,0.04262315964496955,2.4612380690205815,-4.742767334,7.941429138
